DateTime,HMC Jacobs 4 A,HMC Jacobs 4 B,sensor_4_average
2024-09-15T00:50:00Z,95,98,96.5
2024-09-15T01:00:00Z,89,91,90
2024-09-15T01:10:00Z,91,93,92
2024-09-15T01:20:00Z,94,95,94.5
2024-09-15T01:30:00Z,95,97,96
2024-09-15T01:40:00Z,99,99,99
2024-09-15T01:50:00Z,97,100,98.5
2024-09-15T02:00:00Z,97,99,98
2024-09-15T02:10:00Z,96,98,97
2024-09-15T02:20:00Z,96,99,97.5
2024-09-15T02:30:00Z,97,99,98
2024-09-15T02:40:00Z,98,101,99.5
2024-09-15T02:50:00Z,97,101,99
2024-09-15T03:00:00Z,98,98,98
2024-09-15T03:10:00Z,97,100,98.5
2024-09-15T03:20:00Z,99,102,100.5
2024-09-15T03:30:00Z,98,100,99
2024-09-15T03:40:00Z,99,99,99
2024-09-15T03:50:00Z,100,103,101.5
2024-09-15T04:00:00Z,94,97,95.5
2024-09-15T04:10:00Z,94,95,94.5
2024-09-15T04:20:00Z,95,96,95.5
2024-09-15T04:30:00Z,95,96,95.5
2024-09-15T04:40:00Z,94,96,95
2024-09-15T04:50:00Z,94,95,94.5
2024-09-15T05:00:00Z,93,94,93.5
2024-09-15T05:10:00Z,93,94,93.5
2024-09-15T05:20:00Z,94,95,94.5
2024-09-15T05:30:00Z,94,95,94.5
2024-09-15T05:40:00Z,93,95,94
2024-09-15T05:50:00Z,95,96,95.5
2024-09-15T06:00:00Z,93,96,94.5
2024-09-15T06:10:00Z,93,95,94
2024-09-15T06:20:00Z,91,93,92
2024-09-15T06:30:00Z,89,92,90.5
2024-09-15T06:40:00Z,93,96,94.5
2024-09-15T06:50:00Z,92,94,93
2024-09-15T07:00:00Z,93,93,93
